START_DATE*,START_DATE,START_TIME,END_DATE*,END_DATE,END_TIME,CATEGORY*,TIME Diff.,TIME Diff. (hours),START*,STOP*,MILES*,SPEED,PURPOSE*,,,,
21-02-2016,21-02-2016,11:47:00 AM,21-02-2016,21-02-2016,12:01:00 PM,Business,00:14:00,0.233333333,Islamabad,Islamabad,4.6,19.71428571,Errand/Supplies,,,,
21-02-2016,21-02-2016,12:13:00 PM,21-02-2016,21-02-2016,12:35:00 PM,Business,00:22:00,0.366666667,Islamabad,Unknown Location,8.8,24,Meal/Entertain,,,,
21-02-2016,21-02-2016,12:51:00 PM,21-02-2016,21-02-2016,01:12:00 PM,Business,00:21:00,0.35,Unknown Location,Unknown Location,8.3,23.71428571,Temporary Site,,,,
21-02-2016,21-02-2016,01:33:00 PM,21-02-2016,21-02-2016,02:30:00 PM,Business,00:57:00,0.95,Unknown Location,Unknown Location,22.7,23.89473684,Temporary Site,,,,
21-02-2016,21-02-2016,02:36:00 PM,21-02-2016,21-02-2016,03:03:00 PM,Business,00:27:00,0.45,Unknown Location,Islamabad,13,28.88888889,Temporary Site,,,,
21-02-2016,21-02-2016,03:14:00 PM,21-02-2016,21-02-2016,03:31:00 PM,Business,00:17:00,0.283333333,Islamabad,Noorpur Shahan,8.1,28.58823529,Temporary Site,,,,
21-02-2016,21-02-2016,03:36:00 PM,21-02-2016,21-02-2016,03:41:00 PM,Business,00:05:00,0.083333333,Noorpur Shahan,Unknown Location,2.2,26.4,Meal/Entertain,,,,
21-02-2016,21-02-2016,04:04:00 PM,21-02-2016,21-02-2016,04:32:00 PM,Business,00:28:00,0.466666667,Unknown Location,Unknown Location,9.7,20.78571429,,,,,
21-02-2016,21-02-2016,11:15:00 PM,21-02-2016,21-02-2016,11:52:00 PM,Business,00:37:00,0.616666667,Unknown Location,R?walpindi,20,32.43243243,Meeting,,,,
22-02-2016,22-02-2016,09:54:00 PM,22-02-2016,22-02-2016,10:09:00 PM,Business,00:15:00,0.25,Morrisville,Cary,8.1,32.4,Customer Visit,,,,
24-02-2016,24-02-2016,02:30:00 PM,24-02-2016,24-02-2016,02:35:00 PM,Business,00:05:00,0.083333333,Whitebridge,Preston,1.5,18,,,,,
24-02-2016,24-02-2016,03:19:00 PM,24-02-2016,24-02-2016,03:25:00 PM,Business,00:06:00,0.1,Preston,Whitebridge,1.7,17,Errand/Supplies,,,,
25-02-2016,25-02-2016,04:27:00 PM,25-02-2016,25-02-2016,04:35:00 PM,Business,00:08:00,0.133333333,Whitebridge,Heritage Pines,3.1,23.25,Errand/Supplies,,,,
25-02-2016,25-02-2016,04:47:00 PM,25-02-2016,25-02-2016,05:02:00 PM,Business,00:15:00,0.25,Heritage Pines,Whitebridge,3.2,12.8,Errand/Supplies,,,,
25-02-2016,25-02-2016,05:16:00 PM,25-02-2016,25-02-2016,05:36:00 PM,Business,00:20:00,0.333333333,Whitebridge,Tanglewood,6,18,Meal/Entertain,,,,
25-02-2016,25-02-2016,06:22:00 PM,25-02-2016,25-02-2016,06:39:00 PM,Business,00:17:00,0.283333333,Tanglewood,Whitebridge,5.8,20.47058824,Meal/Entertain,,,,
26-02-2016,26-02-2016,09:06:00 AM,26-02-2016,26-02-2016,09:29:00 AM,Business,00:23:00,0.383333333,Whitebridge,Westpark Place,6.3,16.43478261,,,,,
26-02-2016,26-02-2016,11:05:00 AM,26-02-2016,26-02-2016,11:11:00 AM,Personal,00:06:00,0.1,Westpark Place,Whitebridge,1.7,17,,,,,
26-02-2016,26-02-2016,11:35:00 AM,26-02-2016,26-02-2016,11:59:00 AM,Business,00:24:00,0.4,Cary,Durham,10.6,26.5,Meeting,,,,
26-02-2016,26-02-2016,01:01:00 PM,26-02-2016,26-02-2016,01:24:00 PM,Business,00:23:00,0.383333333,Durham,Cary,9.9,25.82608696,Meeting,,,,
26-02-2016,26-02-2016,02:38:00 PM,26-02-2016,26-02-2016,02:46:00 PM,Personal,00:08:00,0.133333333,Whitebridge,Westpark Place,1.9,14.25,,,,,
26-02-2016,26-02-2016,03:00:00 PM,26-02-2016,26-02-2016,03:18:00 PM,Personal,00:18:00,0.3,Westpark Place,Hazelwood,4.2,14,,,,,
26-02-2016,26-02-2016,05:01:00 PM,26-02-2016,26-02-2016,05:12:00 PM,Personal,00:11:00,0.183333333,Hazelwood,Whitebridge,2,10.90909091,,,,,
28-02-2016,28-02-2016,05:22:00 AM,28-02-2016,28-02-2016,05:38:00 AM,Business,00:16:00,0.266666667,Whitebridge,Waverly Place,7.7,28.875,Meeting,,,,
28-02-2016,28-02-2016,09:26:00 AM,28-02-2016,28-02-2016,09:42:00 AM,Business,00:16:00,0.266666667,Waverly Place,Whitebridge,6.8,25.5,Meeting,,,,
29-02-2016,29-02-2016,11:07:00 AM,29-02-2016,29-02-2016,11:14:00 AM,Personal,00:07:00,0.116666667,Whitebridge,Westpark Place,2.1,18,,,,,
29-02-2016,29-02-2016,11:30:00 AM,29-02-2016,29-02-2016,11:40:00 AM,Business,00:10:00,0.166666667,Cary,Apex,3.8,22.8,Meeting,,,,
29-02-2016,29-02-2016,12:36:00 PM,29-02-2016,29-02-2016,12:48:00 PM,Business,00:12:00,0.2,Apex,Cary,5.6,28,Meeting,,,,
29-02-2016,29-02-2016,02:55:00 PM,29-02-2016,29-02-2016,03:03:00 PM,Business,00:08:00,0.133333333,Whitebridge,Hazelwood,2.6,19.5,,,,,
29-02-2016,29-02-2016,04:40:00 PM,29-02-2016,29-02-2016,05:00:00 PM,Business,00:20:00,0.333333333,Hazelwood,Whitebridge,6.6,19.8,Customer Visit,,,,
03-01-2016 18:47,03-01-2016,06:47:00 PM,03-01-2016 19:10,03-01-2016,07:10:00 PM,Business,00:23:00,0.383333333,Whitebridge,Wayne Ridge,8,20.86956522,Meal/Entertain,,,,
03-01-2016 21:27,03-01-2016,09:27:00 PM,03-01-2016 21:45,03-01-2016,09:45:00 PM,Business,00:18:00,0.3,Wayne Ridge,Whitebridge,8,26.66666667,Meeting,,,,
03-03-2016 09:45,03-03-2016,09:45:00 AM,03-03-2016 09:52,03-03-2016,09:52:00 AM,Personal,00:07:00,0.116666667,Whitebridge,Westpark Place,2.2,18.85714286,,,,,
03-03-2016 11:04,03-03-2016,11:04:00 AM,03-03-2016 11:10,03-03-2016,11:10:00 AM,Business,00:06:00,0.1,Westpark Place,Whitebridge,2.3,23,Errand/Supplies,,,,
03-03-2016 14:44,03-03-2016,02:44:00 PM,03-03-2016 14:58,03-03-2016,02:58:00 PM,Business,00:14:00,0.233333333,Whitebridge,Northwoods,5.2,22.28571429,Meal/Entertain,,,,
03-03-2016 15:27,03-03-2016,03:27:00 PM,03-03-2016 15:48,03-03-2016,03:48:00 PM,Business,00:21:00,0.35,Cary,Raleigh,7.6,21.71428571,Customer Visit,,,,
03-03-2016 16:02,03-03-2016,04:02:00 PM,03-03-2016 16:42,03-03-2016,04:42:00 PM,Business,00:40:00,0.666666667,Raleigh,Cary,17.3,25.95,Meeting,,,,
03-04-2016 07:47,03-04-2016,07:47:00 AM,03-04-2016 08:06,03-04-2016,08:06:00 AM,Business,00:19:00,0.316666667,Cary,Durham,9.9,31.26315789,Meeting,,,,
03-04-2016 09:46,03-04-2016,09:46:00 AM,03-04-2016 10:03,03-04-2016,10:03:00 AM,Business,00:17:00,0.283333333,Durham,Cary,9.9,34.94117647,Customer Visit,,,,
03-04-2016 11:46,03-04-2016,11:46:00 AM,03-04-2016 12:06,03-04-2016,12:06:00 PM,Business,00:20:00,0.333333333,Cary,Durham,10.4,31.2,Meeting,,,,
03-04-2016 13:03,03-04-2016,01:03:00 PM,03-04-2016 13:25,03-04-2016,01:25:00 PM,Business,00:22:00,0.366666667,Durham,Cary,10.9,29.72727273,Meeting,,,,
03-04-2016 13:40,03-04-2016,01:40:00 PM,03-04-2016 14:09,03-04-2016,02:09:00 PM,Business,00:29:00,0.483333333,Cary,Raleigh,15.7,32.48275862,Customer Visit,,,,
03-04-2016 15:56,03-04-2016,03:56:00 PM,03-04-2016 16:08,03-04-2016,04:08:00 PM,Business,00:12:00,0.2,Raleigh,Raleigh,4.9,24.5,Meal/Entertain,,,,
03-04-2016 16:16,03-04-2016,04:16:00 PM,03-04-2016 16:22,03-04-2016,04:22:00 PM,Business,00:06:00,0.1,Fayetteville Street,Depot Historic District,0.8,8,Errand/Supplies,,,,
03-04-2016 16:43,03-04-2016,04:43:00 PM,03-04-2016 17:12,03-04-2016,05:12:00 PM,Business,00:29:00,0.483333333,Raleigh,Cary,13.5,27.93103448,Meeting,,,,
03-04-2016 19:02,03-04-2016,07:02:00 PM,03-04-2016 19:08,03-04-2016,07:08:00 PM,Business,00:06:00,0.1,Cary,Morrisville,1.9,19,Temporary Site,,,,
03-04-2016 19:16,03-04-2016,07:16:00 PM,03-04-2016 19:25,03-04-2016,07:25:00 PM,Business,00:09:00,0.15,Morrisville,Cary,2,13.33333333,Meal/Entertain,,,,
03-05-2016 11:44,03-05-2016,11:44:00 AM,03-05-2016 11:59,03-05-2016,11:59:00 AM,Business,00:15:00,0.25,Cary,Morrisville,6.5,26,Meal/Entertain,,,,
03-05-2016 12:57,03-05-2016,12:57:00 PM,03-05-2016 13:12,03-05-2016,01:12:00 PM,Personal,00:15:00,0.25,Weston,Weston,4.2,16.8,,,,,
03-05-2016 14:08,03-05-2016,02:08:00 PM,03-05-2016 14:18,03-05-2016,02:18:00 PM,Personal,00:10:00,0.166666667,Morrisville,Cary,3.5,21,,,,,
03-05-2016 14:39,03-05-2016,02:39:00 PM,03-05-2016 15:01,03-05-2016,03:01:00 PM,Business,00:22:00,0.366666667,Whitebridge,Wayne Ridge,7.8,21.27272727,Meal/Entertain,,,,
03-05-2016 16:52,03-05-2016,04:52:00 PM,03-05-2016 17:13,03-05-2016,05:13:00 PM,Business,00:21:00,0.35,Cary,Morrisville,7.8,22.28571429,Meal/Entertain,,,,
03-05-2016 17:23,03-05-2016,05:23:00 PM,03-05-2016 17:34,03-05-2016,05:34:00 PM,Business,00:11:00,0.183333333,Morrisville,Cary,3.9,21.27272727,Meal/Entertain,,,,
03-07-2016 09:10,03-07-2016,09:10:00 AM,03-07-2016 09:20,03-07-2016,09:20:00 AM,Business,00:10:00,0.166666667,Whitebridge,Edgehill Farms,2.8,16.8,Errand/Supplies,,,,
03-07-2016 09:23,03-07-2016,09:23:00 AM,03-07-2016 09:47,03-07-2016,09:47:00 AM,Business,00:24:00,0.4,Cary,Raleigh,12.4,31,Customer Visit,,,,
03-07-2016 12:10,03-07-2016,12:10:00 PM,03-07-2016 12:26,03-07-2016,12:26:00 PM,Business,00:16:00,0.266666667,Fayetteville Street,Meredith Townes,5.9,22.125,Customer Visit,,,,
03-07-2016 13:57,03-07-2016,01:57:00 PM,03-07-2016 14:18,03-07-2016,02:18:00 PM,Business,00:21:00,0.35,Meredith Townes,Leesville Hollow,9.4,26.85714286,Meeting,,,,
03-07-2016 15:19,03-07-2016,03:19:00 PM,03-07-2016 15:45,03-07-2016,03:45:00 PM,Business,00:26:00,0.433333333,Raleigh,Cary,11.9,27.46153846,Between Offices,,,,
03-08-2016 14:38,03-08-2016,02:38:00 PM,03-08-2016 14:55,03-08-2016,02:55:00 PM,Business,00:17:00,0.283333333,Whitebridge,Waverly Place,7.2,25.41176471,Between Offices,,,,
03-08-2016 15:35,03-08-2016,03:35:00 PM,03-08-2016 16:00,03-08-2016,04:00:00 PM,Business,00:25:00,0.416666667,Waverly Place,Whitebridge,7.6,18.24,Meal/Entertain,,,,
03-08-2016 16:13,03-08-2016,04:13:00 PM,03-08-2016 16:25,03-08-2016,04:25:00 PM,Personal,00:12:00,0.2,Whitebridge,Whitebridge,1.6,8,,,,,
03-10-2016 03:36,03-10-2016,03:36:00 AM,03-10-2016 03:53,03-10-2016,03:53:00 AM,Business,00:17:00,0.283333333,Cary,Morrisville,8.4,29.64705882,Meeting,,,,
03-10-2016 10:08,03-10-2016,10:08:00 AM,03-10-2016 10:37,03-10-2016,10:37:00 AM,Business,00:29:00,0.483333333,East Austin,West University,12.8,26.48275862,Meeting,,,,
03-10-2016 14:39,03-10-2016,02:39:00 PM,03-10-2016 14:55,03-10-2016,02:55:00 PM,Business,00:16:00,0.266666667,West University,South Congress,2.3,8.625,,,,,
03-10-2016 16:18,03-10-2016,04:18:00 PM,03-10-2016 16:28,03-10-2016,04:28:00 PM,Business,00:10:00,0.166666667,South Congress,Arts District,1.6,9.6,,,,,
03-11-2016 09:47,03-11-2016,09:47:00 AM,03-11-2016 09:59,03-11-2016,09:59:00 AM,Business,00:12:00,0.2,The Drag,Congress Ave District,2,10,Meal/Entertain,,,,
03-11-2016 10:29,03-11-2016,10:29:00 AM,03-11-2016 10:36,03-11-2016,10:36:00 AM,Business,00:07:00,0.116666667,Congress Ave District,Downtown,0.8,6.857142857,,,,,
03-11-2016 11:57,03-11-2016,11:57:00 AM,03-11-2016 12:04,03-11-2016,12:04:00 PM,Business,00:07:00,0.116666667,Downtown,Red River District,1.2,10.28571429,,,,,
03-11-2016 13:43,03-11-2016,01:43:00 PM,03-11-2016 13:51,03-11-2016,01:51:00 PM,Business,00:08:00,0.133333333,Red River District,Downtown,1,7.5,,,,,
03-11-2016 19:21,03-11-2016,07:21:00 PM,03-11-2016 19:35,03-11-2016,07:35:00 PM,Business,00:14:00,0.233333333,South Congress,The Drag,2.1,9,,,,,
03-12-2016 09:13,03-12-2016,09:13:00 AM,03-12-2016 09:22,03-12-2016,09:22:00 AM,Business,00:09:00,0.15,The Drag,South Congress,2.2,14.66666667,,,,,
03-12-2016 18:27,03-12-2016,06:27:00 PM,03-12-2016 18:37,03-12-2016,06:37:00 PM,Personal,00:10:00,0.166666667,South Congress,The Drag,1.9,11.4,,,,,
13-03-2016,13-03-2016,09:07:00 AM,13-03-2016,13-03-2016,09:37:00 AM,Business,00:30:00,0.5,The Drag,Convention Center District,5.7,11.4,Meal/Entertain,,,,
13-03-2016,13-03-2016,06:23:00 PM,13-03-2016,13-03-2016,06:43:00 PM,Business,00:20:00,0.333333333,South Congress,North Austin,8.4,25.2,Meal/Entertain,,,,
13-03-2016,13-03-2016,08:07:00 PM,13-03-2016,13-03-2016,08:28:00 PM,Business,00:21:00,0.35,Georgian Acres,The Drag,6.2,17.71428571,Meal/Entertain,,,,
13-03-2016,13-03-2016,08:39:00 PM,13-03-2016,13-03-2016,08:58:00 PM,Business,00:19:00,0.316666667,The Drag,North Austin,10.5,33.15789474,Meal/Entertain,,,,
13-03-2016,13-03-2016,09:11:00 PM,13-03-2016,13-03-2016,09:23:00 PM,Business,00:12:00,0.2,North Austin,Coxville,7.2,36,Meal/Entertain,,,,
13-03-2016,13-03-2016,10:19:00 PM,13-03-2016,13-03-2016,10:39:00 PM,Business,00:20:00,0.333333333,Coxville,The Drag,12.5,37.5,,,,,
14-03-2016,14-03-2016,08:34:00 AM,14-03-2016,14-03-2016,08:49:00 AM,Business,00:15:00,0.25,The Drag,South Congress,2,8,Errand/Supplies,,,,
14-03-2016,14-03-2016,06:39:00 PM,14-03-2016,14-03-2016,06:55:00 PM,Business,00:16:00,0.266666667,South Congress,The Drag,2.7,10.125,,,,,
15-03-2016,15-03-2016,08:45:00 AM,15-03-2016,15-03-2016,08:57:00 AM,Business,00:12:00,0.2,The Drag,Convention Center District,2,10,Meal/Entertain,,,,
15-03-2016,15-03-2016,08:48:00 PM,15-03-2016,15-03-2016,09:01:00 PM,Business,00:13:00,0.216666667,Downtown,The Drag,2.8,12.92307692,Meal/Entertain,,,,
16-03-2016,16-03-2016,11:34:00 AM,16-03-2016,16-03-2016,11:45:00 AM,Business,00:11:00,0.183333333,The Drag,Congress Ave District,1.7,9.272727273,Meal/Entertain,,,,
16-03-2016,16-03-2016,02:44:00 PM,16-03-2016,16-03-2016,02:55:00 PM,Business,00:11:00,0.183333333,Convention Center District,West University,2,10.90909091,,,,,
16-03-2016,16-03-2016,06:43:00 PM,16-03-2016,16-03-2016,06:56:00 PM,Business,00:13:00,0.216666667,West University,Congress Ave District,2.1,9.692307692,Meal/Entertain,,,,
17-03-2016,17-03-2016,12:33:00 AM,17-03-2016,17-03-2016,12:44:00 AM,Personal,00:11:00,0.183333333,Downtown,The Drag,1.7,9.272727273,,,,,
17-03-2016,17-03-2016,12:52:00 PM,17-03-2016,17-03-2016,03:11:00 PM,Business,02:19:00,2.316666667,Austin,Katy,136,58.70503597,Customer Visit,,,,
17-03-2016,17-03-2016,03:16:00 PM,17-03-2016,17-03-2016,03:58:00 PM,Business,00:42:00,0.7,Katy,Houston,30.2,43.14285714,Meeting,,,,
17-03-2016,17-03-2016,05:20:00 PM,17-03-2016,17-03-2016,06:02:00 PM,Business,00:42:00,0.7,Midtown,Alief,15.5,22.14285714,Meal/Entertain,,,,
17-03-2016,17-03-2016,06:47:00 PM,17-03-2016,17-03-2016,07:09:00 PM,Personal,00:22:00,0.366666667,Houston,Houston,4.9,13.36363636,,,,,
17-03-2016,17-03-2016,08:57:00 PM,17-03-2016,17-03-2016,09:28:00 PM,Personal,00:31:00,0.516666667,Houston,Houston,12.6,24.38709677,,,,,
17-03-2016,17-03-2016,09:48:00 PM,17-03-2016,17-03-2016,10:04:00 PM,Personal,00:16:00,0.266666667,Sharpstown,Midtown,10.4,39,,,,,
18-03-2016,18-03-2016,07:15:00 AM,18-03-2016,18-03-2016,07:21:00 AM,Business,00:06:00,0.1,Midtown,Midtown,1.1,11,Meal/Entertain,,,,
18-03-2016,18-03-2016,08:35:00 AM,18-03-2016,18-03-2016,08:43:00 AM,Business,00:08:00,0.133333333,Midtown,Midtown,1.1,8.25,Meal/Entertain,,,,
18-03-2016,18-03-2016,06:24:00 PM,18-03-2016,18-03-2016,07:08:00 PM,Business,00:44:00,0.733333333,Midtown,Sharpstown,13.2,18,Meeting,,,,
18-03-2016,18-03-2016,07:23:00 PM,18-03-2016,18-03-2016,07:29:00 PM,Business,00:06:00,0.1,Sharpstown,Sharpstown,1,10,Errand/Supplies,,,,
18-03-2016,18-03-2016,09:01:00 PM,18-03-2016,18-03-2016,09:15:00 PM,Business,00:14:00,0.233333333,Sharpstown,Midtown,9.2,39.42857143,Customer Visit,,,,
19-03-2016,19-03-2016,09:10:00 AM,19-03-2016,19-03-2016,09:25:00 AM,Business,00:15:00,0.25,Midtown,Sharpstown,9.4,37.6,Meal/Entertain,,,,
19-03-2016,19-03-2016,12:50:00 PM,19-03-2016,19-03-2016,01:13:00 PM,Business,00:23:00,0.383333333,Houston,Sugar Land,12,31.30434783,Customer Visit,,,,
19-03-2016,19-03-2016,02:01:00 PM,19-03-2016,19-03-2016,02:57:00 PM,Business,00:56:00,0.933333333,Sugar Land,Houston,35.1,37.60714286,Customer Visit,,,,
19-03-2016,19-03-2016,03:34:00 PM,19-03-2016,19-03-2016,04:38:00 PM,Business,01:04:00,1.066666667,Houston,Galveston,36.5,34.21875,Meal/Entertain,,,,
19-03-2016,19-03-2016,05:17:00 PM,19-03-2016,19-03-2016,05:32:00 PM,Business,00:15:00,0.25,Galveston,Port Bolivar,3.1,12.4,Meal/Entertain,,,,
19-03-2016,19-03-2016,05:37:00 PM,19-03-2016,19-03-2016,05:47:00 PM,Business,00:10:00,0.166666667,Port Bolivar,Port Bolivar,2.1,12.6,Errand/Supplies,,,,
19-03-2016,19-03-2016,05:52:00 PM,19-03-2016,19-03-2016,06:00:00 PM,Business,00:08:00,0.133333333,Port Bolivar,Port Bolivar,1.2,9,,,,,
19-03-2016,19-03-2016,06:53:00 PM,19-03-2016,19-03-2016,07:29:00 PM,Business,00:36:00,0.6,Port Bolivar,Galveston,7.5,12.5,Meeting,,,,
19-03-2016,19-03-2016,07:33:00 PM,19-03-2016,19-03-2016,08:39:00 PM,Business,01:06:00,1.1,Galveston,Houston,57,51.81818182,Customer Visit,,,,
20-03-2016,20-03-2016,07:37:00 AM,20-03-2016,20-03-2016,07:48:00 AM,Business,00:11:00,0.183333333,Midtown,Washington Avenue,5.9,32.18181818,Meeting,,,,
20-03-2016,20-03-2016,11:42:00 AM,20-03-2016,20-03-2016,11:56:00 AM,Business,00:14:00,0.233333333,Washington Avenue,Midtown,6.2,26.57142857,Meeting,,,,
20-03-2016,20-03-2016,05:08:00 PM,20-03-2016,20-03-2016,05:34:00 PM,Business,00:26:00,0.433333333,Midtown,Sharpstown,10.4,24,,,,,
20-03-2016,20-03-2016,06:34:00 PM,20-03-2016,20-03-2016,06:40:00 PM,Personal,00:06:00,0.1,Sharpstown,Briar Meadow,1.2,12,,,,,
20-03-2016,20-03-2016,06:45:00 PM,20-03-2016,20-03-2016,07:06:00 PM,Business,00:21:00,0.35,Briar Meadow,Midtown,9.6,27.42857143,Customer Visit,,,,
21-03-2016,21-03-2016,10:21:00 AM,21-03-2016,21-03-2016,10:26:00 AM,Personal,00:05:00,0.083333333,Midtown,Downtown,1,12,,,,,
21-03-2016,21-03-2016,04:05:00 PM,21-03-2016,21-03-2016,04:13:00 PM,Business,00:08:00,0.133333333,Downtown,Midtown,0.9,6.75,Meal/Entertain,,,,
21-03-2016,21-03-2016,06:59:00 PM,21-03-2016,21-03-2016,07:15:00 PM,Business,00:16:00,0.266666667,Midtown,Sharpstown,8.8,33,,,,,
21-03-2016,21-03-2016,08:18:00 PM,21-03-2016,21-03-2016,08:55:00 PM,Business,00:37:00,0.616666667,Sharpstown,Midtown,25.6,41.51351351,Meal/Entertain,,,,
22-03-2016,22-03-2016,06:17:00 AM,22-03-2016,22-03-2016,06:43:00 AM,Business,00:26:00,0.433333333,Midtown,Greater Greenspoint,23,53.07692308,Meal/Entertain,,,,
22-03-2016,22-03-2016,12:06:00 PM,22-03-2016,22-03-2016,12:24:00 PM,Personal,00:18:00,0.3,Morrisville,Cary,8.1,27,,,,,
22-03-2016,22-03-2016,07:12:00 PM,22-03-2016,22-03-2016,07:25:00 PM,Personal,00:13:00,0.216666667,Whitebridge,Whitebridge,1.4,6.461538462,,,,,
23-03-2016,23-03-2016,02:37:00 PM,23-03-2016,23-03-2016,02:42:00 PM,Personal,00:05:00,0.083333333,Whitebridge,Preston,1.7,20.4,,,,,
23-03-2016,23-03-2016,02:53:00 PM,23-03-2016,23-03-2016,02:59:00 PM,Personal,00:06:00,0.1,Preston,Whitebridge,1.6,16,,,,,
24-03-2016,24-03-2016,07:47:00 PM,24-03-2016,24-03-2016,07:54:00 PM,Personal,00:07:00,0.116666667,Whitebridge,Westpark Place,2,17.14285714,,,,,
24-03-2016,24-03-2016,08:34:00 PM,24-03-2016,24-03-2016,08:40:00 PM,Business,00:06:00,0.1,Westpark Place,Whitebridge,2.2,22,,,,,
25-03-2016,25-03-2016,01:24:00 PM,25-03-2016,25-03-2016,04:22:00 PM,Business,02:58:00,2.966666667,Cary,Latta,144,48.53932584,Customer Visit,,,,
25-03-2016,25-03-2016,04:52:00 PM,25-03-2016,25-03-2016,10:22:00 PM,Business,05:30:00,5.5,Latta,Jacksonville,310.3,56.41818182,Customer Visit,,,,
25-03-2016,25-03-2016,10:54:00 PM,26-03-2016,26-03-2016,01:39:00 AM,Business,02:45:00,2.75,Jacksonville,Kissimmee,201,73.09090909,Meeting,,,,
26-03-2016,26-03-2016,02:05:00 PM,26-03-2016,26-03-2016,02:29:00 PM,Personal,00:24:00,0.4,Couples Glen,Isles of Buena Vista,6.7,16.75,,,,,
26-03-2016,26-03-2016,03:19:00 PM,26-03-2016,26-03-2016,03:49:00 PM,Personal,00:30:00,0.5,Kissimmee,Orlando,8.8,17.6,,,,,
26-03-2016,26-03-2016,04:26:00 PM,26-03-2016,26-03-2016,04:30:00 PM,Personal,00:04:00,0.066666667,Lake Reams,Lake Reams,1.2,18,,,,,
27-03-2016,27-03-2016,12:31:00 AM,27-03-2016,27-03-2016,12:40:00 AM,Business,00:09:00,0.15,Lake Reams,Lake Reams,2.1,14,Errand/Supplies,,,,
27-03-2016,27-03-2016,01:11:00 AM,27-03-2016,27-03-2016,01:23:00 AM,Business,00:12:00,0.2,Orlando,Kissimmee,6.6,33,Meal/Entertain,,,,
27-03-2016,27-03-2016,03:31:00 PM,27-03-2016,27-03-2016,03:56:00 PM,Business,00:25:00,0.416666667,Kissimmee,Orlando,6.1,14.64,Customer Visit,,,,
27-03-2016,27-03-2016,09:26:00 PM,27-03-2016,27-03-2016,09:41:00 PM,Personal,00:15:00,0.25,Orlando,Orlando,6.9,27.6,,,,,
27-03-2016,27-03-2016,11:04:00 PM,27-03-2016,27-03-2016,11:18:00 PM,Personal,00:14:00,0.233333333,Orlando,Kissimmee,7.3,31.28571429,,,,,
28-03-2016,28-03-2016,12:29:00 PM,28-03-2016,28-03-2016,12:42:00 PM,Personal,00:13:00,0.216666667,Kissimmee,Orlando,3.6,16.61538462,,,,,
28-03-2016,28-03-2016,07:30:00 PM,28-03-2016,28-03-2016,08:23:00 PM,Personal,00:53:00,0.883333333,Couples Glen,Vista East,27.2,30.79245283,,,,,
28-03-2016,28-03-2016,10:55:00 PM,28-03-2016,28-03-2016,11:26:00 PM,Personal,00:31:00,0.516666667,Orlando,Kissimmee,25.7,49.74193548,,,,,
29-03-2016,29-03-2016,03:27:00 PM,29-03-2016,29-03-2016,04:11:00 PM,Personal,00:44:00,0.733333333,Kissimmee,Orlando,13.6,18.54545455,,,,,
29-03-2016,29-03-2016,06:20:00 PM,29-03-2016,29-03-2016,06:39:00 PM,Personal,00:19:00,0.316666667,Sand Lake Commons,Sky Lake,6.2,19.57894737,,,,,
29-03-2016,29-03-2016,08:29:00 PM,29-03-2016,29-03-2016,08:44:00 PM,Personal,00:15:00,0.25,Sky Lake,Sand Lake Commons,6,24,,,,,
29-03-2016,29-03-2016,11:04:00 PM,29-03-2016,29-03-2016,11:21:00 PM,Personal,00:17:00,0.283333333,Orlando,Kissimmee,13.8,48.70588235,,,,,
30-03-2016,30-03-2016,10:05:00 PM,30-03-2016,30-03-2016,10:55:00 PM,Business,00:50:00,0.833333333,Orlando,Kissimmee,28.8,34.56,Meal/Entertain,,,,
31-03-2016,31-03-2016,12:47:00 PM,31-03-2016,31-03-2016,01:22:00 PM,Business,00:35:00,0.583333333,Kissimmee,Orlando,16.1,27.6,Temporary Site,,,,
31-03-2016,31-03-2016,02:37:00 PM,31-03-2016,31-03-2016,03:09:00 PM,Business,00:32:00,0.533333333,Orlando,Kissimmee,16.4,30.75,Meal/Entertain,,,,
04-01-2016 13:43,04-01-2016,01:43:00 PM,04-01-2016 14:01,04-01-2016,02:01:00 PM,Business,00:18:00,0.3,Kissimmee,Kissimmee,11,36.66666667,Meeting,,,,
04-01-2016 14:36,04-01-2016,02:36:00 PM,04-01-2016 15:24,04-01-2016,03:24:00 PM,Business,00:48:00,0.8,Kissimmee,Orlando,15.5,19.375,Customer Visit,,,,
04-01-2016 16:01,04-01-2016,04:01:00 PM,04-01-2016 16:49,04-01-2016,04:49:00 PM,Business,00:48:00,0.8,Orlando,Kissimmee,20.3,25.375,Meeting,,,,
04-01-2016 16:52,04-01-2016,04:52:00 PM,04-01-2016 16:57,04-01-2016,04:57:00 PM,Personal,00:05:00,0.083333333,Kissimmee,Kissimmee,0.7,8.4,,,,,
04-02-2016 08:48,04-02-2016,08:48:00 AM,04-02-2016 09:04,04-02-2016,09:04:00 AM,Personal,00:16:00,0.266666667,Kissimmee,Kissimmee,5.5,20.625,,,,,
04-02-2016 11:01,04-02-2016,11:01:00 AM,04-02-2016 11:16,04-02-2016,11:16:00 AM,Personal,00:15:00,0.25,Kissimmee,Kissimmee,5.1,20.4,,,,,
04-02-2016 12:21,04-02-2016,12:21:00 PM,04-02-2016 14:47,04-02-2016,02:47:00 PM,Business,02:26:00,2.433333333,Kissimmee,Daytona Beach,77.3,31.76712329,Customer Visit,,,,
